CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
8699000,Marin St,100,End,Evans Ave,9/14/18,Treatment,Yes,Residential
1405000,25th St,100,03rd St,Tennessee St,9/14/18,Treatment,Yes,Residential
1406000,25th St,100,Tennessee St,Minnesota St,9/14/18,Treatment,Yes,Residential
23609000,25th St: I-280 N On Ramp \ Indiana St Intersection,100,I-280 N ON RAMP \ INDIANA ST,Intersection,9/14/18,Treatment,No,
6859000,Head St,44,Holloway Ave,End,9/14/18,Survey,Yes,Residential
9362000,Moraga St,89,Sunset Blvd,37th Ave,9/14/18,Treatment,Yes,Residential
1690000,31st Ave,91,Ortega St,Pacheco St,9/14/18,Treatment,Yes,Residential
8571000,Lyon St,83,Clay St,Washington St,9/14/18,Treatment,Yes,Residential
7265000,Inverness Dr,76,Sloat Blvd,Ocean Ave,9/14/18,Treatment,Yes,Residential
5857000,Freelon St,92,Zoe St,04th St,9/14/18,Treatment,Yes,Residential
669000,16th Ave,89,End,Lake St,9/14/18,Treatment,Yes,Residential
2982000,Blake St,89,End,Geary Blvd,9/14/18,Treatment,Yes,Residential
3501000,Cabrillo St,98,34th Ave,35th Ave,9/14/18,Treatment,Yes,Residential
3484000,Cabrillo St,99,17th Ave,18th Ave,9/14/18,Treatment,Yes,Residential
1618000,29th Ave,94,Lawton St,Moraga St,9/14/18,Treatment,Yes,Residential
1312000,24th Ave,93,Vicente St,Wawona St,9/14/18,Treatment,Yes,Residential
2202000,Allston Way,93,Public Park,Claremont Blvd,9/14/18,Treatment,Yes,Residential
10423000,Pierce St,97,Fulton St,Mcallister St,9/14/18,Treatment,Yes,Residential
666000,15th St,84,Castro St,Beaver St,9/14/18,Treatment,Yes,Residential
13402000,Washburn St,88,Mission St,Howard St,9/14/18,Treatment,Yes,Residential
2432000,Arguello Blvd,100,Frederick St \ Lincoln Way,Hugo St,9/14/18,Treatment,Yes,Residential
6758000,Harrison St,73,25th St,26th St,9/14/18,Treatment,Yes,Collector
4695000,Delmar St,94,Waller St,Frederick St,9/14/18,Treatment,Yes,Residential
2404000,Ardenwood Way,100,End,Sloat Blvd,9/14/18,Treatment,Yes,Residential
1625000,29th Ave,92,Santiago St,Taraval St,9/14/18,Treatment,Yes,Residential
1840000,37th Ave,100,Vicente St,Wawona St,9/14/18,Treatment,Yes,Residential
2875000,Beaver St,93,Noe St,Castro St,9/14/18,Treatment,Yes,Residential
10924000,Randolph St,71,Chester Ave,19th Ave \ Beverly St \ Sargent St,9/14/18,Treatment,Yes,Residential
11779000,Seymour St,99,Golden Gate Ave,Turk St,9/14/18,Treatment,Yes,Residential
10707000,Powers Ave,85,Mission St,Coleridge St,9/14/18,Treatment,Yes,Residential
2011000,45th Ave,100,Ulloa St,Vicente St,9/14/18,Treatment,Yes,Residential
1539000,26th St,93,Castro St,Diamond St,9/14/18,Treatment,Yes,Residential
10853000,Quintara St,100,17th Ave,18th Ave,9/14/18,Treatment,Yes,Residential
3485000,Cabrillo St,99,18th Ave,19th Ave,9/14/18,Treatment,Yes,Residential
1226000,23rd Ave,87,Pacheco St,Quintara St,9/14/18,Treatment,Yes,Residential
1137000,22nd Ave,83,Balboa St,Cabrillo St,9/14/18,Treatment,Yes,Residential
1392000,25th Ave,94,Ulloa St,Vicente St,9/14/18,Treatment,Yes,Residential
7913000,La Bica Way,86,Myra Way,Rockdale Dr,9/14/18,Treatment,Yes,Residential
841000,18th Ave,88,Ortega St,Pacheco St,9/14/18,Treatment,Yes,Residential
10059000,Ottawa Ave,92,Alemany Blvd,Rome St,9/14/18,Treatment,Yes,Residential
694000,16th Ave,84,Ulloa St,Vicente St,9/14/18,Treatment,Yes,Residential
2201000,Allston Way,94,Ulloa St,Public Park,9/14/18,Treatment,Yes,Residential
2876000,Beaver St,92,Castro St,De Forest Way,9/14/18,Treatment,Yes,Residential
6867000,Hearst Ave,96,Gennessee St,Ridgewood Ave,9/14/18,Treatment,Yes,Residential
1235000,23rd St,100,Tennessee St,Minnesota St,9/14/18,Treatment,Yes,Residential
10420000,Pierce St,97,Page St,Oak St,9/14/18,Treatment,Yes,Residential
844000,18th Ave,100,Rivera St,Santiago St,9/14/18,Treatment,Yes,Residential
9835201,Ocean Ave,66,Lakewood Ave,Manor Dr,9/14/18,Survey,Yes,Arterial
5271000,Eucalyptus Dr,78,21st Ave,22nd Ave,9/14/18,Survey,Yes,Residential
9464000,Myra Way,64,Dalewood Way \ Lansdale Ave \ Sherwood Ct,Coventry Ln \ Hillcrest Ct,9/14/18,Survey,Yes,Residential
9832201,Ocean Ave,66,Keystone Way,Fairfield Way,9/14/18,Survey,Yes,Arterial
5486000,Fernwood Dr,64,Ravenwood Dr \ Rosewood Dr,Brentwood Ave \ Rosewood Dr \ Unnamed 040,9/14/18,Survey,Yes,Residential
6128101,Geneva Ave,82,Howth St,Louisburg St,9/14/18,Survey,Yes,Arterial
8553000,Lyndhurst Dr,76,Stratford Dr,Denslowe Dr,9/14/18,Survey,Yes,Residential
9830101,Ocean Ave,73,Dorado Ter \ Jules Ave,Ashton Ave,9/14/18,Survey,Yes,Arterial
9019000,Middlefield Dr,59,Gellert Dr,Lake Merced Blvd,9/14/18,Survey,Yes,Residential
12957000,Junipero Serra Blvd,72,Rossmoor Dr,Stonecrest Dr,9/14/18,Survey,Yes,Residential
9294201,Monterey Blvd,76,San Rafael Way,Junipero Serra Blvd,9/14/18,Survey,Yes,Residential
4912000,Dorado Ter,34,Jules Ave \ Ocean Ave,End,9/14/18,Survey,Yes,Residential
4716000,Denslowe Dr,78,Wyton Ln,Holloway Ave,9/14/18,Survey,Yes,Residential
5286000,Eucalyptus Dr,85,Havenside Dr,Westmoorland Dr,9/14/18,Survey,Yes,Residential
9834101,Ocean Ave,78,Victoria St,Lakewood Ave,9/14/18,Survey,Yes,Arterial
9018000,Middlefield Dr,65,Eucalyptus Dr,Gellert Dr,9/14/18,Survey,Yes,Residential
8538000,Lunado Way,83,Estero Ave,Lunado Ct,9/14/18,Survey,Yes,Residential
9831101,Ocean Ave,78,Ashton Ave,Keystone Way,9/14/18,Survey,Yes,Arterial
9379000,Morningside Dr,77,Ocean Ave,Gellert Dr,9/14/18,Survey,Yes,Residential
5275000,Eucalyptus Dr,50,24th Ave,25th Ave,9/14/18,Survey,Yes,Residential
9711000,Northwood Dr,95,Miramar Ave,Pizarro Way,9/14/18,Survey,Yes,Residential
4915000,Dorado Ter,39,End,End,9/14/18,Survey,Yes,Residential
6127101,Geneva Ave,84,Ocean Ave,Howth St,9/14/18,Survey,Yes,Arterial
6120000,Gellert Dr,82,Ocean Ave,Morningside Dr,9/14/18,Survey,Yes,Residential
9378000,Morningside Dr,83,Clearfield Dr,Ocean Ave,9/14/18,Survey,Yes,Residential
4917000,Dorado Ter,55,End,End,9/14/18,Survey,Yes,Residential
8980000,Mercedes Way,67,Junipero Serra Blvd \ Winston Dr,Junipero Serra Blvd,9/14/18,Survey,Yes,Collector
4717000,Denslowe Dr,77,Holloway Ave,Banbury Dr,9/14/18,Survey,Yes,Residential
6129101,Geneva Ave,88,Louisburg St,I-280 S Off Ramp \ I-280 S On Ramp \ Tara St,9/14/18,Survey,Yes,Arterial
5270000,Eucalyptus Dr,79,20th Ave,21st Ave,9/14/18,Survey,Yes,Residential
9829201,Ocean Ave,74,Faxon Ave,Dorado Ter \ Jules Ave,9/14/18,Survey,Yes,Arterial
7999000,Lagunitas Dr,95,Sloat Blvd,Cranleigh Dr,9/14/18,Survey,Yes,Residential
9828201,Ocean Ave,65,Faxon Ave,Faxon Ave,9/14/18,Survey,Yes,Arterial
5269000,Eucalyptus Dr,65,19th Ave,20th Ave,9/14/18,Survey,Yes,Residential
12962000,Junipero Serra Blvd,79,Wyton Ln,Holloway Ave,9/14/18,Survey,Yes,Residential
9465000,Myra Way,75,Coventry Ln \ Hillcrest Ct,Molimo Dr,9/14/18,Survey,Yes,Residential
7694000,Jules Ave,83,Holloway Ave,De Montfort Ave,9/14/18,Survey,Yes,Residential
9288202,Monterey Blvd,84,San Andreas Way,San Anselmo Ave \ Santa Clara Ave,9/14/18,Survey,Yes,Arterial
8539000,Lunado Way,81,Lunado Ct,Cerritos Ave \ Mercedes Way,9/14/18,Survey,Yes,Residential
9827201,Ocean Ave,66,Capitol Ave,Faxon Ave,9/14/18,Survey,Yes,Arterial
9469000,Myra Way,94,Reposa Way,La Bica Way,9/14/18,Survey,Yes,Residential
9468000,Myra Way,89,Omar Way,Reposa Way,9/14/18,Survey,Yes,Residential
9290201,Monterey Blvd,81,San Benito Way,Santa Ana Ave,9/14/18,Survey,Yes,Residential
9830201,Ocean Ave,62,Dorado Ter \ Jules Ave,Ashton Ave,9/14/18,Survey,Yes,Arterial
9466000,Myra Way,81,Molimo Dr,Avoca Aly,9/14/18,Survey,Yes,Residential
12963000,Junipero Serra Blvd,68,Holloway Ave,Stratford Dr,9/14/18,Survey,Yes,Residential
7266000,Inverness Dr,83,Ocean Ave,Eucalyptus Dr,9/14/18,Survey,Yes,Residential
9832102,Ocean Ave,75,Ingleside Path,Fairfield Way,9/14/18,Survey,Yes,Arterial
5737000,Forest View Dr,82,Ocean Ave,Eucalyptus Dr,9/14/18,Survey,Yes,Residential
5281000,Eucalyptus Dr,84,Sylvan Dr,Middlefield Dr,9/14/18,Survey,Yes,Residential
5348000,Everglade Dr,63,Constanso Way \ Sloat Blvd,Emerald Ln,9/14/18,Survey,Yes,Residential
4697000,Del Sur Ave,76,Portola Dr,Juanita Way,9/14/18,Survey,Yes,Residential
5272000,Eucalyptus Dr,79,22nd Ave,Melba Ave,9/14/18,Survey,Yes,Residential
7813000,Kenwood Way,47,Fairfield Way \ Manor Dr,Pinehurst Way,9/14/18,Survey,Yes,Residential
9289101,Monterey Blvd,71,San Anselmo Ave \ Santa Clara Ave,San Benito Way,9/14/18,Survey,Yes,Residential
9827101,Ocean Ave,76,Capitol Ave,Faxon Ave,9/14/18,Survey,Yes,Arterial
5134000,El Verano Way,75,Saint Elmo Way,Fernwood Dr,9/14/18,Survey,Yes,Residential
8885000,Maywood Dr,81,Ravenwood Dr,Brentwood Ave,9/14/18,Survey,Yes,Residential
9288201,Monterey Blvd,92,San Aleso Ave,San Andreas Way,9/14/18,Survey,Yes,Arterial
5277000,Eucalyptus Dr,82,26th Ave,Inverness Dr,9/14/18,Survey,Yes,Residential
7815000,Kenwood Way,60,Westgate Dr,End,9/14/18,Survey,Yes,Residential
9291101,Monterey Blvd,79,Santa Ana Ave,San Leandro Way,9/14/18,Survey,Yes,Residential
5432000,Faxon Ave,82,Wildwood Way,Kenwood Way \ Northwood Dr,9/14/18,Survey,Yes,Residential
9833101,Ocean Ave,75,Fairfield Way,Victoria St,9/14/18,Survey,Yes,Arterial
5267000,Eucalyptus Dr,71,Junipero Serra Blvd,Gladiolus Ln,9/14/18,Survey,Yes,Residential
5135000,El Verano Way,82,Fernwood Dr,Maywood Dr,9/14/18,Survey,Yes,Residential
12955000,Junipero Serra Blvd,76,Ocean Ave,Eucalyptus Dr,9/14/18,Survey,Yes,Residential
9831201,Ocean Ave,67,Ashton Ave,Keystone Way,9/14/18,Survey,Yes,Arterial
9292101,Monterey Blvd,87,San Leandro Way,San Fernando Way,9/14/18,Survey,Yes,Residential
5279000,Eucalyptus Dr,85,Forest View Dr,Meadowbrook Dr,9/14/18,Survey,Yes,Residential
5284000,Eucalyptus Dr,65,Springfield Dr,Everglade Dr,9/14/18,Survey,Yes,Residential
9829101,Ocean Ave,77,Faxon Ave,Dorado Ter \ Jules Ave,9/14/18,Survey,Yes,Arterial
4918000,Dorado Ter,43,End,End,9/14/18,Survey,Yes,Residential
9293201,Monterey Blvd,85,San Fernando Way,San Rafael Way,9/14/18,Survey,Yes,Residential
12954000,Junipero Serra Blvd,51,Woodacre Dr,Ocean Ave,9/14/18,Survey,Yes,Residential
8001000,Lagunitas Dr,69,Beachmont Dr,Ocean Ave,9/14/18,Survey,Yes,Residential
9288101,Monterey Blvd,86,San Aleso Ave,San Anselmo Ave \ Santa Clara Ave,9/14/18,Survey,Yes,Arterial
9292201,Monterey Blvd,67,San Leandro Way,San Fernando Way,9/14/18,Survey,Yes,Residential
9832101,Ocean Ave,79,Keystone Way,Ingleside Path,9/14/18,Survey,Yes,Arterial
5394000,Fairfield Way,60,Ocean Ave,Lakewood Ave,9/14/18,Survey,Yes,Residential
5274000,Eucalyptus Dr,56,23rd Ave,24th Ave,9/14/18,Survey,Yes,Residential
5350000,Everglade Dr,80,Ocean Ave,Eucalyptus Dr,9/14/18,Survey,Yes,Residential
9290101,Monterey Blvd,82,San Benito Way,Santa Ana Ave,9/14/18,Survey,Yes,Residential
8941000,Meadowbrook Dr,85,Ocean Ave,Eucalyptus Dr,9/14/18,Survey,Yes,Residential
9017000,Middlefield Dr,85,Ocean Ave,Eucalyptus Dr,9/14/18,Survey,Yes,Residential
6119000,Gellert Dr,75,End,Ocean Ave,9/14/18,Survey,Yes,Residential
9837201,Ocean Ave,82,Pinehurst Way,Cerritos Ave \ Westgate Dr,9/14/18,Survey,Yes,Arterial
12956000,Junipero Serra Blvd,46,Eucalyptus Dr,Rossmoor Dr,9/14/18,Survey,Yes,Residential
9836101,Ocean Ave,53,Manor Dr,Pinehurst Way,9/14/18,Survey,Yes,Arterial
5283000,Eucalyptus Dr,89,Riverton Dr,Springfield Dr,9/14/18,Survey,Yes,Residential
12959000,Junipero Serra Blvd,52,Winston Dr,Stonecrest Dr,9/14/18,Survey,Yes,Residential
8537000,Lunado Way,74,Holloway Ave,Estero Ave,9/14/18,Survey,Yes,Residential
9828101,Ocean Ave,71,Faxon Ave,Faxon Ave,9/14/18,Survey,Yes,Arterial
9833201,Ocean Ave,78,Fairfield Way,Victoria St,9/14/18,Survey,Yes,Arterial
5287000,Eucalyptus Dr,85,Westmoorland Dr,Clearfield Dr,9/14/18,Survey,Yes,Residential
9837101,Ocean Ave,80,Pinehurst Way,End,9/14/18,Survey,Yes,Arterial
5268000,Eucalyptus Dr,65,Gladiolus Ln,19th Ave,9/14/18,Survey,Yes,Residential
5216000,Elmwood Way,51,Faxon Ave \ Southwood Dr,End,9/14/18,Survey,Yes,Residential
5207000,Elmhurst Dr,65,Rossmoor Dr,Gladiolus Ln,9/14/18,Survey,Yes,Residential
7811000,Kenwood Way,20,Darien Way \ Upland Dr,Keystone Way,9/14/18,Survey,Yes,Residential
9293101,Monterey Blvd,84,San Fernando Way,San Rafael Way,9/14/18,Survey,Yes,Residential
9834201,Ocean Ave,80,Victoria St,Lakewood Ave,9/14/18,Survey,Yes,Arterial
4714000,Denslowe Dr,81,19th Ave,Lyndhurst Dr,9/14/18,Survey,Yes,Residential
12961000,Junipero Serra Blvd,77,Lyndhurst Dr,Wyton Ln,9/14/18,Survey,Yes,Residential
5487000,Fernwood Dr,69,Brentwood Ave \ Rosewood Dr \ Unnamed 040,El Verano Way,9/14/18,Survey,Yes,Residential
5351000,Everglade Dr,85,Eucalyptus Dr,Gellert Dr,9/14/18,Survey,Yes,Residential
12960000,Junipero Serra Blvd,68,Stonecrest Dr,Lyndhurst Dr,9/14/18,Survey,Yes,Residential
12958000,Junipero Serra Blvd,64,Stonecrest Dr,Winston Dr,9/14/18,Survey,Yes,Residential
4914000,Dorado Ter,53,End,End,9/14/18,Survey,Yes,Residential
9835101,Ocean Ave,78,Lakewood Ave,Manor Dr,9/14/18,Survey,Yes,Arterial
5349000,Everglade Dr,57,Emerald Ln,Ocean Ave,9/14/18,Survey,Yes,Residential
5266000,Eucalyptus Dr,93,Junipero Serra Blvd \ Ocean Ave,Junipero Serra Blvd,9/14/18,Survey,Yes,Residential
9294101,Monterey Blvd,67,San Rafael Way,Junipero Serra Blvd,9/14/18,Survey,Yes,Residential
5395000,Fairfield Way,53,Lakewood Ave,Kenwood Way \ Manor Dr,9/14/18,Survey,Yes,Residential
5280000,Eucalyptus Dr,84,Meadowbrook Dr,Sylvan Dr,9/14/18,Survey,Yes,Residential
9710000,Northwood Dr,86,Pizarro Way,Faxon Ave \ Kenwood Way,9/14/18,Survey,Yes,Residential
9289201,Monterey Blvd,69,San Anselmo Ave \ Santa Clara Ave,San Benito Way,9/14/18,Survey,Yes,Residential
5276000,Eucalyptus Dr,45,25th Ave,26th Ave,9/14/18,Survey,Yes,Residential
6860000,Head St,48,End,Ashton Ave,9/14/18,Survey,Yes,Residential
9836201,Ocean Ave,75,Manor Dr,Pinehurst Way,9/14/18,Survey,Yes,Arterial
6123000,Gellert Dr,81,Everglade Dr,Middlefield Dr,9/14/18,Survey,Yes,Residential
5433000,Faxon Ave,66,Kenwood Way \ Northwood Dr,Pizarro Way,9/14/18,Survey,Yes,Residential
5282000,Eucalyptus Dr,85,Middlefield Dr,Riverton Dr,9/14/18,Survey,Yes,Residential
4715000,Denslowe Dr,79,Lyndhurst Dr,Wyton Ln,9/14/18,Survey,Yes,Residential
8884000,Maywood Dr,84,Yerba Buena Ave,Ravenwood Dr,9/14/18,Survey,Yes,Residential
4916000,Dorado Ter,100,End,End,9/14/18,Survey,Yes,Residential
8000000,Lagunitas Dr,63,Cranleigh Dr,Beachmont Dr,9/14/18,Survey,Yes,Residential
6122000,Gellert Dr,45,Clearfield Dr,Everglade Dr,9/14/18,Survey,Yes,Residential
7814000,Kenwood Way,47,Pinehurst Way,Westgate Dr,9/14/18,Survey,Yes,Residential
5278000,Eucalyptus Dr,85,Inverness Dr,Forest View Dr,9/14/18,Survey,Yes,Residential
8944000,Melba Ave,74,Ocean Ave,Eucalyptus Dr,9/14/18,Survey,Yes,Residential
6784000,Havenside Dr,86,Ocean Ave,Eucalyptus Dr,9/14/18,Survey,Yes,Residential
9016000,Middlefield Dr,85,Sloat Blvd,Ocean Ave,9/14/18,Survey,Yes,Residential
4913000,Dorado Ter,33,End,End,9/14/18,Survey,Yes,Residential
5215000,Elmwood Way,46,Westwood Dr,Faxon Ave \ Southwood Dr,9/14/18,Survey,Yes,Residential
9291201,Monterey Blvd,85,Santa Ana Ave,San Leandro Way,9/14/18,Survey,Yes,Residential
5285000,Eucalyptus Dr,85,Everglade Dr,Havenside Dr,9/14/18,Survey,Yes,Residential
9467000,Myra Way,81,Avoca Aly,Omar Way,9/14/18,Survey,Yes,Residential
1230000,23rd Ave,85,Crestlake Dr \ Sloat Blvd,Ocean Ave,9/13/18,Survey,Yes,Residential
4146000,Clearfield Dr,84,Ocean Ave,Eucalyptus Dr,9/13/18,Survey,Yes,Residential
2706000,Banbury Dr,82,Denslowe Dr,19th Ave,9/13/18,Survey,Yes,Residential
3140000,Broadmoor Dr,61,Stonecrest Dr,Winston Dr,9/13/18,Survey,Yes,Residential
1314000,24th Ave,73,Ocean Ave,Eucalyptus Dr,9/13/18,Survey,Yes,Residential
4658000,De Montfort Ave,78,Faxon Ave,Jules Ave,9/13/18,Survey,Yes,Residential
4144000,Clearfield Dr,65,34th Ave \ Sloat Blvd,Morningside Dr,9/13/18,Survey,Yes,Residential
4657000,De Montfort Ave,86,Capitol Ave,Faxon Ave,9/13/18,Survey,Yes,Residential
4594000,Darien Way,36,Northgate Dr,Kenwood Way \ Upland Dr,9/13/18,Survey,Yes,Residential
4660000,De Soto St,50,Holloway Ave,Urbano Dr,9/13/18,Survey,Yes,Residential
3112000,Brentwood Ave,83,Fernwood Dr \ Rosewood Dr \ Unnamed 040,Maywood Dr,9/13/18,Survey,Yes,Residential
4590000,Darien Way,74,Aptos Ave,San Aleso Ave,9/13/18,Survey,Yes,Residential
1020000,20th Ave,95,Sloat Blvd,Ocean Ave,9/13/18,Survey,Yes,Residential
1021000,20th Ave,95,Ocean Ave,Eucalyptus Dr,9/13/18,Survey,Yes,Residential
2377000,Aptos Ave,72,Darien Way,Upland Dr,9/13/18,Survey,Yes,Residential
4593000,Darien Way,41,Manor Dr,Northgate Dr,9/13/18,Survey,Yes,Residential
1154000,22nd Ave,76,Sloat Blvd,Ocean Ave,9/13/18,Survey,Yes,Residential
4480000,Cranleigh Dr,75,Sloat Blvd,Lagunitas Dr,9/13/18,Survey,Yes,Residential
4145000,Clearfield Dr,95,Morningside Dr,Ocean Ave,9/13/18,Survey,Yes,Residential
4591000,Darien Way,68,San Aleso Ave,Westgate Dr,9/13/18,Survey,Yes,Residential
2378000,Aptos Ave,58,Upland Dr,Ocean Ave,9/13/18,Survey,Yes,Residential
3141000,Broadmoor Dr,62,Winston Dr,Stonecrest Dr,9/13/18,Survey,Yes,Residential
4592000,Darien Way,39,Westgate Dr,Manor Dr,9/13/18,Survey,Yes,Residential
4410000,Corona St,51,Holloway Ave,Urbano Dr,9/13/18,Survey,Yes,Residential
1490000,26th Ave,63,Sloat Blvd,Ocean Ave,9/13/18,Survey,Yes,Residential
3111000,Brentwood Ave,91,Yerba Buena Ave,Fernwood Dr \ Rosewood Dr \ Unnamed 040,9/13/18,Survey,Yes,Residential
4659000,De Montfort Ave,81,Jules Ave,Ashton Ave,9/13/18,Survey,Yes,Residential
1231000,23rd Ave,70,Ocean Ave,Eucalyptus Dr,9/13/18,Survey,Yes,Residential
4148000,Clearfield Dr,57,Gellert Dr,Lake Merced Blvd,9/13/18,Survey,Yes,Residential
4147000,Clearfield Dr,84,Eucalyptus Dr,Gellert Dr,9/13/18,Survey,Yes,Residential
2705000,Banbury Dr,77,Stratford Dr,Denslowe Dr,9/13/18,Survey,Yes,Residential
2216000,Alpha St,84,Teddy Ave,Arleta Ave,9/9/18,Survey,Yes,Residential
3645000,Campbell Ave,47,Delta St,Ervine St,9/9/18,Survey,Yes,Residential
11206000,Rutland St,95,Tucker Ave,Campbell Ave,9/9/18,Survey,Yes,Residential
8296000,Leland Ave,84,Rutland St,Cora St,9/9/18,Survey,Yes,Residential
10313000,Paulding St,84,San Jose Ave,Raleigh St,9/9/18,Survey,Yes,Residential
12467000,Teddy Ave,72,San Bruno Ave \ Wabash Ter,Alpha St,9/9/18,Survey,Yes,Residential
6680000,Harkness Ave,60,Sparta St,Bishop St,9/9/18,Survey,Yes,Residential
4702000,Delta St,50,Wilde Ave,Tioga Ave,9/9/18,Survey,Yes,Residential
2212000,Alpha St,85,Tucker Ave,End,9/9/18,Survey,Yes,Residential
11975000,Somerset St,83,Campbell Ave,San Bruno Ave,9/9/18,Survey,Yes,Residential
11395000,San Bruno Ave,84,Beeman Ln,Somerset St,9/9/18,Survey,Yes,Residential
6599000,Hahn St,66,Visitacion Ave,Sunnydale Ave,9/9/18,Survey,Yes,Residential
6209000,Girard St,85,Fratessa Ct,03rd St \ San Bruno Ave,9/9/18,Survey,Yes,Residential
12266000,Sunnydale Ave,41,Sawyer St,Hahn St,9/9/18,Survey,Yes,Arterial
11931000,Silver Ave,85,Augusta St \ Scotia Ave,Conkling St,9/9/18,Survey,Yes,Arterial
7435000,Jamestown Ave,74,Keith St,Salinas Ave,9/9/18,Survey,Yes,Residential
11393000,San Bruno Ave,70,03rd St \ Girard St,Campbell Ave,9/9/18,Survey,Yes,Residential
2294000,Ankeny St,85,Mill St,Holyoke St,9/9/18,Survey,Yes,Residential
6779000,Havelock St,87,Arago St,Arco Way,9/9/18,Survey,Yes,Residential
11212000,Rutland St,57,Visitacion Ave,Sunnydale Ave,9/9/18,Survey,Yes,Residential
10943000,Raymond Ave,85,Alpha St,Rutland St,9/9/18,Survey,Yes,Residential
4722000,Desmond St,58,Sunnydale Ave,End,9/9/18,Survey,Yes,Residential
11205000,Rutland St,59,Tioga Ave,Tucker Ave,9/9/18,Survey,Yes,Residential
8299000,Leland Ave,40,Schwerin St,Rey St,9/9/18,Survey,Yes,Residential
11389000,San Bruno Ave,88,Harkness Ave,Keith St,9/9/18,Survey,Yes,Residential
11936000,Silver Ave,85,Revere Ave,Quesada Ave,9/9/18,Survey,Yes,Arterial
13330000,Visitacion Ave,37,Loehr St,Sawyer St,9/9/18,Survey,Yes,Collector
13629000,Wilde Ave,72,Rutland St,Delta St,9/9/18,Survey,Yes,Residential
6184000,Gilman Ave,51,Donahue St,Earl St,9/9/18,Survey,Yes,Arterial
4700000,Delta St,83,Hamilton St,Harkness Ave,9/9/18,Survey,Yes,Residential
12699000,Trumbull St,30,Craut St,Congdon St,9/9/18,Survey,Yes,Residential
12469000,Teddy Ave,79,Rutland St,Delta St,9/9/18,Survey,Yes,Residential
11397000,San Bruno Ave,83,Teddy Ave \ Wabash Ter,Racine Ln,9/9/18,Survey,Yes,Residential
11391000,San Bruno Ave,87,Olney Ave,Wilde Ave,9/9/18,Survey,Yes,Residential
3271000,Brussels St,40,Ordway St,Ward St,9/9/18,Survey,Yes,Residential
13324000,Visitacion Ave,94,Rutland St,Cora St,9/9/18,Survey,Yes,Collector
12701000,Trumbull St,29,Davenport Ln,Ney St,9/9/18,Survey,Yes,Residential
13331000,Visitacion Ave,43,Sawyer St,Hahn St,9/9/18,Survey,Yes,Collector
2380000,Arago St,90,Paulding St,Havelock St,9/9/18,Survey,Yes,Residential
11674002,Schwerin St,95,Towerside Ave,Heritage Ln,9/9/18,Survey,Yes,Residential
6190000,Gilman Ave,16,Ingalls St,Jennings St,9/9/18,Survey,Yes,Arterial
9952000,Onondaga Ave,77,Mission St,Alemany Blvd,9/9/18,Survey,Yes,Residential
13628000,Wilde Ave,82,Goettingen St,Rutland St,9/9/18,Survey,Yes,Residential
2960000,Bertita St,92,Unnamed 027,Seneca Ave,9/9/18,Survey,Yes,Residential
4483000,Craut St,77,Maynard St,Silver Ave,9/9/18,Survey,Yes,Residential
11676000,Schwerin St,35,Kelloch Ave,Velasco Ave,9/9/18,Survey,Yes,Residential
6684000,Harkness Ave,85,Mill St,Delta St,9/9/18,Survey,Yes,Residential
8301000,Leland Ave,47,Elliot St,Britton St,9/9/18,Survey,Yes,Residential
13627000,Wilde Ave,56,Brussels St,Alpha St \ Goettingen St,9/9/18,Survey,Yes,Residential
12706000,Tucker Ave,58,Rutland St,Delta St,9/9/18,Survey,Yes,Residential
2444000,Arleta Ave,41,Alpha St,Rutland St,9/9/18,Survey,Yes,Residential
2445000,Arleta Ave,55,Rutland St,Delta St,9/9/18,Survey,Yes,Residential
11674001,Schwerin St,95,Sunnydale Ave,Towerside Ave,9/9/18,Survey,Yes,Residential
11926000,Silver Ave,86,Bay Shore Blvd,Charter Oak Ave,9/9/18,Survey,Yes,Arterial
8300000,Leland Ave,64,Rey St,Elliot St,9/9/18,Survey,Yes,Residential
11928000,Silver Ave,85,Elmira St,Ledyard St,9/9/18,Survey,Yes,Arterial
11207000,Rutland St,95,Campbell Ave,Teddy Ave,9/9/18,Survey,Yes,Residential
12268000,Sunnydale Ave,55,Santos St,End,9/9/18,Survey,Yes,Arterial
4710000,Delta St,57,Visitacion Ave,Melra Ct \ Sunnydale Ave,9/9/18,Survey,Yes,Residential
8945000,Melra Ct,85,Delta St \ Sunnydale Ave,End,9/9/18,Survey,Yes,Residential
11667000,Sawyer St,59,Visitacion Ave,Sunnydale Ave,9/9/18,Survey,Yes,Residential
6206000,Girard St,83,Ward St,Harkness Ave,9/9/18,Survey,Yes,Residential
11932000,Silver Ave,85,Conkling St,Santa Fe Ave,9/9/18,Survey,Yes,Arterial
2292000,Ankeny St,83,Bishop St,Alder St \ Ordway St,9/9/18,Survey,Yes,Residential
10318000,Peabody St,77,Visitacion Ave,Sunnydale Ave,9/9/18,Survey,Yes,Residential
8882000,Maynard St,95,Congdon St,Gladstone Dr,9/9/18,Survey,Yes,Residential
3639000,Campbell Ave,95,Goettingen St,Somerset St,9/9/18,Survey,Yes,Residential
10988000,Rey St,85,Visitacion Ave,Sunnydale Ave,9/9/18,Survey,Yes,Residential
2295000,Ankeny St,85,Holyoke St,Delta St,9/9/18,Survey,Yes,Residential
