Lat_S_or_W,Lon_S_or_W,Lat_N_or_E,Lon_N_or_E,YEAR,District,Route,County,Postmile,Descriptn,Back_pk_h,Back_pk_m,Back_AADT,Ahead_pk_h,Ahead_pk_m,Ahead_AADT
37.72692437,-122.4750558,37.72691952,-122.4747939,2014,4,1,SF,1.35,"SAN FRANCISCO, WINSTON DRIVE",5400,75000,74000,5400,75000,74000
37.64590399,-122.4917983,37.64585153,-122.4916284,2014,4,1,SM,R44.88,"PACIFICA, MILAGRA DRIVE",2950,35000,33500,2250,27000,26000
37.3587943,-122.3976461,37.3587943,-122.3976461,2014,4,1,SM,20.98,TUNITAS CREEK ROAD,920,7600,6000,1100,9100,7200
37.73462376,-122.4751901,37.73463533,-122.4750706,2014,4,1,SF,1.897,"SAN FRANCISCO, JCT. RTE. 35",5400,75000,74000,5400,75000,74000
37.74864632,-122.4761097,37.74865353,-122.475997,2014,4,1,SF,2.87,"SAN FRANCISCO, QUINTARA STREET",5400,75000,74000,5400,75000,74000
37.71717276,-122.4727383,37.71732194,-122.4725874,2014,4,1,SF,R0.68,"SAN FRANCISCO, 19TH AVE/ JUNIPERO SERRA BLVD",7400,106000,104000,5400,77000,74000
37.50989643,-122.4880979,37.50989643,-122.4880979,2014,4,1,SM,33.361,CAPISTRANO/OBISPO ROADS,1800,21500,20400,1550,18900,17700
38.3371411,-122.9774091,38.3371411,-122.9774091,2014,4,1,SON,5.38,BODEGA HIGHWAY,710,4800,3900,1150,7700,6300
37.76544018,-122.4773908,37.76544225,-122.4772672,2014,4,1,SF,4.05,"SAN FRANCISCO, LINCOLN WAY",5400,75000,74000,5000,71000,68000
37.25968215,-122.413204,37.25968215,-122.413204,2014,4,1,SM,13.579,PEBBLE BEACH ROAD (TO PESCADERO),680,4950,3400,1300,8800,6400
37.32454945,-122.3998643,37.32454945,-122.3998643,2014,4,1,SM,18.189,JCT. RTE. 84 EAST,1150,8800,6400,920,7600,6000
37.43135894,-122.4266896,37.43135894,-122.4266896,2014,4,1,SM,26.432,MIRAMONTES POINT ROAD,1100,10500,8400,1800,16100,13800
37.46801468,-122.4335212,37.46801468,-122.4335212,2014,4,1,SM,29.036,"HALF MOON BAY, JCT. RTE. 92 EAST",2700,32000,30500,2450,29000,27500
37.48207217,-122.4454064,37.48206902,-122.4454042,2014,4,1,SM,30.225,FRENCHMANS CREEK ROAD,2500,29500,28000,2500,29500,28000
37.62956552,-122.4895201,37.62966275,-122.4892852,2014,4,1,SM,R43.744,"PACIFICA, CLAREDON ROAD/ OCEANA BLVD",2950,35500,34000,2950,35000,33500
37.52861739,-122.5145051,37.52861739,-122.5145051,2014,4,1,SM,35.334,VALLEMAR/ETHELDORE STREETS,1750,16100,15100,1850,17300,16200
37.59352747,-122.5059081,37.59352205,-122.5058207,2014,4,1,SM,40.752,"PACIFICA, SAN PEDRO AVENUE",1750,16100,15100,1750,16100,15100
37.59602035,-122.5038161,37.59597626,-122.503715,2014,4,1,SM,40.959,"PACIFICA, LINDA MAR BOULEVARD",1750,15700,15100,3800,34500,33000
37.60880441,-122.4952481,37.60871538,-122.4951721,2014,4,1,SM,42.014,"PACIFICA, ROCKAWAY BEACH AVENUE",4250,38500,37000,5500,50000,48000
37.61393352,-122.4871469,37.61383202,-122.4870107,2014,4,1,SM,R42.583,"PACIFICA, REINA DEL MAR AVENUE (TO VALLEMAR)",5500,50000,48000,5700,52000,49500
37.6258903,-122.4878628,37.626045,-122.4876357,2014,4,1,SM,R43.464,"PACIFICA, SHARP PARK ROAD",4150,49500,47500,2950,35500,34000
37.45038441,-122.4297946,37.45038441,-122.4297946,2014,4,1,SM,29.12,"HALF MOON BAY, MAIN STREET",2450,29000,27500,2850,33500,32000
38.07332841,-122.8014221,38.07332841,-122.8014221,2014,4,1,MRN,29.33,POINT REYES/PETALUMA ROADS,920,4700,4350,380,2250,2100
38.7597982,-123.5184323,38.7597982,-123.5184323,2014,4,1,SON,58.583,SONOMA/MENDOCINO COUNTY LINE,340,3350,2850,0,0,0
38.65191005,-123.3994397,38.65191005,-123.3994397,2014,4,1,SON,48.112,STEWARTS POINT/SKAGGS SPRINGS ROAD,280,1950,1600,290,2000,1650
38.51848575,-123.246408,38.51848599,-123.2464097,2014,4,1,SON,R33.038,"FORT ROSS, FORT ROSS ROAD",340,2300,1900,330,2250,1850
38.45012248,-123.1167495,38.45012248,-123.1167495,2014,4,1,SON,21.3,JENNER,490,3450,2750,500,3500,2800
38.43705679,-123.1044037,38.43705679,-123.1044037,2014,4,1,SON,20.1,JCT. RTE. 116 EAST,540,2900,2250,490,3450,2750
38.33844433,-123.0474236,38.33844433,-123.0474236,2014,4,1,SON,11.07,BODEGA EASTSHORE ROAD,850,5800,4700,720,4900,4000
37.3869969,-122.4055765,37.3869969,-122.4055765,2014,4,1,SM,23.06,MEYN/VERDE ROADS,1100,9100,7200,1150,9400,7400
38.32393708,-122.9279843,38.32393708,-122.9279843,2014,4,1,SON,2.42,VALLEY FORD/FREESTONE ROADS,800,5400,4400,710,4800,3900
37.10766863,-122.2926351,37.10766863,-122.2926351,2014,4,1,SM,0,SANTA CRUZ/SAN MATEO COUNTY LINE,0,0,0,840,5700,4150
38.31369135,-122.8972257,38.31369135,-122.8972257,2014,4,1,SON,0,SONOMA/MARIN COUNTY LINE,0,0,0,190,1150,1050
38.31369135,-122.8972257,38.31369135,-122.8972257,2014,4,1,MRN,50.509,SONOMA/MARIN COUNTY LINE,190,1150,1050,0,0,0
38.27684405,-122.8999803,38.27684405,-122.8999803,2014,4,1,MRN,47.86,TWO ROCK ROAD,230,1350,1250,190,1150,1050
38.24627691,-122.9048241,38.24627691,-122.9048241,2014,4,1,MRN,45.66,DILLON BEACH ROAD,230,1350,1250,230,1350,1250
38.3164212,-122.8965161,38.3164212,-122.8965161,2014,4,1,SON,0.19,VALLEY FORD ROAD,190,1150,1050,800,5400,4400
37.8670152,-122.5771691,37.8670152,-122.5771691,2014,4,1,MRN,5.92,MUIR WOODS ROAD,390,3450,3100,490,4300,3850
37.78631574,-122.4727299,37.78632458,-122.4725536,2014,4,1,SF,5.88,"SAN FRANCISCO, LAKE STREET",3950,55000,54000,3950,55000,54000
37.8029787,-122.4699442,37.80327851,-122.4694874,2014,4,1,SF,7.077,JCT. RTE. 101,3950,55000,54000,0,0,0
37.8029787,-122.4699442,37.80327851,-122.4694874,2014,4,1,MRN,0,JCT. RTE. 101,0,0,0,3350,32500,31000
37.88213385,-122.524926,37.88213385,-122.524926,2014,4,1,MRN,0.65,"TAMALPAIS JUNCTION, ALMONTE BOULEVARD",3350,32500,31000,1900,19400,17300
37.87957652,-122.5350619,37.87957652,-122.5350619,2014,4,1,MRN,1.31,PINE STREET,1700,18600,16600,1450,15300,13700
38.24185285,-122.9051533,38.24185285,-122.9051533,2014,4,1,MRN,45.36,TOMALES/PETALUMA ROADS,240,1400,1300,230,1350,1250
37.88410552,-122.5537799,37.88410552,-122.5537799,2014,4,1,MRN,3.35,SOUTH JCT. PANORAMIC HIGHWAY,670,7300,6500,430,3800,3400
38.16318297,-122.8926143,38.16318297,-122.8926143,2014,4,1,MRN,38.409,MARSHALL/PETALUMA ROADS,380,2250,2100,240,1400,1300
37.89624146,-122.6366765,37.89624146,-122.6366765,2014,4,1,MRN,12.21,"PANORAMIC HIGHWAY, NORTH",490,4300,3850,480,4250,3800
37.9339688,-122.6954279,37.9339688,-122.6954279,2014,4,1,MRN,17.066,FAIRFAX/BOLINAS ROADS,340,2950,2650,290,2500,2250
37.93464397,-122.6973947,37.93464397,-122.6973947,2014,4,1,MRN,17.2,BOLINAS ROAD,290,2500,2250,310,2750,2450
38.04050849,-122.7877851,38.04050849,-122.7877851,2014,4,1,MRN,26.509,"SIR FRANCIS DRAKE BOULEVARD, SOUTH",310,2750,2450,370,3300,2950
38.06613209,-122.8049189,38.06613209,-122.8049189,2014,4,1,MRN,28.6,"SIR FRANCIS DRAKE BOULEVARD, NORTH",370,3300,2950,920,4700,4350
37.77280477,-122.4718828,37.77282813,-122.4716982,2014,4,1,SF,5,"SAN FRANCISCO, FULTON STREET",5000,71000,68000,5000,71000,68000
37.88611269,-122.5374343,37.88611269,-122.5374343,2014,4,1,MRN,1.91,LORING AVENUE,1300,13600,12100,820,8900,8000
37.45038441,-122.4297946,37.45038441,-122.4297946,2014,4,1,SM,27.75,"HALF MOON BAY, MAIN STREET",2250,20200,17300,2100,18700,16000
36.96037896,-121.8625126,36.9605997,-121.8622896,2014,5,1,SCR,R7.663,LARKIN VALLEY ROAD,5700,67000,60000,6100,75000,68000
36.96057714,-122.0493952,36.96057714,-122.0493952,2014,5,1,SCR,19.69,"SANTA CRUZ, SWIFT STREET",2050,23500,21900,2450,19300,15700
36.96668513,-122.0402674,36.96668513,-122.0402674,2014,5,1,SCR,19,"SANTA CRUZ, BAY STREET",3400,39000,37000,2450,28500,26500
36.97577835,-122.0330577,36.97576641,-122.0330689,2014,5,1,SCR,18.239,"SANTA CRUZ, MISSION STREET",4300,49000,47000,4900,57000,55000
36.98443247,-122.0297641,36.98449532,-122.029795,2014,5,1,SCR,17.56,"JCT. RTE. 9 NORTH, RIVER STREET",5200,63000,61000,4300,49000,47000
36.98915652,-122.0202144,36.98993118,-122.0218645,2014,5,1,SCR,16.821,"SANTA CRUZ, JCT. RTE. 17 NORTH",6300,90000,86000,4950,63000,61000
36.98898932,-122.0179384,36.98912164,-122.0178914,2014,5,1,SCR,16.628,"SANTA CRUZ, EMELINE STREET",5900,88000,85000,6300,90000,86000
36.98821682,-122.0033819,36.98837463,-122.0033732,2014,5,1,SCR,15.822,"SANTA CRUZ, MORRISSEY BOULEVARD",6300,97000,94000,5900,88000,85000
36.98269082,-121.9644943,36.98286186,-121.9644876,2014,5,1,SCR,13.62,"CAPITOLA, 41ST AVENUE",6400,100000,97000,5900,90000,88000
36.98390597,-121.9368723,36.98406488,-121.9368739,2014,5,1,SCR,12.088,"CAPITOLA, PARK AVENUE",6900,88000,84000,5900,91000,88000
36.97793556,-121.9104668,36.97806634,-121.9103359,2014,5,1,SCR,10.535,STATE PARK DRIVE,7200,86000,82000,7000,90000,84000
36.804077,-121.7838096,36.80408454,-121.7837849,2014,5,1,MON,96.101,"MOSS LANDING, DOLAN ROAD",3500,36000,31000,4050,42500,37000
36.9702609,-121.8732182,36.97044453,-121.8731052,2014,5,1,SCR,8.355,FREEDOM BOULEVARD,6100,77000,68000,7000,82000,78000
37.02848448,-122.2162517,37.02848448,-122.2162517,2014,5,1,SCR,30.44,LANDING/SWANTON ROADS,2000,10900,8000,2000,11300,8200
36.94951212,-121.8511964,36.94982738,-121.8509881,2014,5,1,SCR,R6.688,MAR MONTE AVENUE (LA SELVA BEACH ROAD),5700,68000,60000,5700,67000,60000
36.93135193,-121.8105504,36.93157028,-121.8103973,2014,5,1,SCR,R4.073,BUENA VISTA DRIVE (SPRING VALLEY ROAD),5800,69000,61000,5700,68000,60000
36.92447262,-121.7970211,36.9246553,-121.7969251,2014,5,1,SCR,R3.181,"WATSONVILLE, AIRPORT BLVD/ROACHE RD",5000,56000,53000,5800,69000,61000
36.91963939,-121.7903991,36.9197315,-121.7901886,2014,5,1,SCR,R2.683,JCT. RTE. 152,2900,35000,31000,5000,56000,53000
36.91436522,-121.7870042,36.91446594,-121.7867925,2014,5,1,SCR,R2.269,"WATSONVILLE, HARKINS SLOUGH ROAD OC",3700,45000,40000,2900,35000,31000
36.89426462,-121.7743215,36.89434529,-121.7740786,2014,5,1,SCR,R0.716,JCT. RTE. 129,3750,41500,37000,3700,45000,40000
36.8837666,-121.7725151,36.88383187,-121.7722597,2014,5,1,SCR,R0,MONTEREY/SANTA CRUZ COUNTY LINE,0,0,0,3400,43500,37000
36.8837666,-121.7725151,36.88383187,-121.7722597,2014,5,1,MON,R102.031,MONTEREY/SANTA CRUZ COUNTY LINE,3300,41000,35000,0,0,0
36.86985218,-121.7700881,36.86986627,-121.7700583,2014,5,1,MON,T101.04,SALINAS/PAJARO ROADS,3650,40500,34800,3300,40000,35000
36.85381109,-121.771105,36.85381096,-121.7710812,2014,5,1,MON,99.92,JENSEN ROAD,4050,42500,37000,3650,40500,34800
36.97496082,-121.8863283,36.97511731,-121.8863014,2014,5,1,SCR,9.153,RIO DEL MAR N/O FREEDOM BOULEVARD,7000,82000,78000,7200,86000,82000
34.88183896,-120.498144,34.88183896,-120.498144,2014,5,1,SB,41.81,CASMALIA ROAD,330,4300,4100,260,2500,2300
35.12198173,-120.6298844,35.12197979,-120.6297957,2014,5,1,SLO,14.1,"GROVER CITY, GRAND AVENUE",760,6900,6600,1000,9700,9200
34.35097413,-119.4261002,34.35097413,-119.4261002,2014,5,1,SB,R0,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",0,0,0,760,7400,6850
34.58940638,-120.4083679,34.58940638,-120.4083679,2014,5,1,SB,15.01,JALAMA ROAD,570,6000,5550,780,8400,7450
34.64124669,-120.4359384,34.64124669,-120.4359384,2014,5,1,SB,19.251,"LOMPOC, SOUTH JCT. RTE. 246",860,7900,7550,1300,13200,12800
34.63891909,-120.4579709,34.63902296,-120.4578258,2014,5,1,SB,20.565,"LOMPOC, NORTH JCT. RTE. 246",1300,13900,13100,1100,12100,11600
34.66730179,-120.457725,34.66729526,-120.4575737,2014,5,1,SB,22.519,"LOMPOC, SANTA YNEZ RIVER BRIDGE",2600,28000,26900,2600,28000,26900
34.67833654,-120.4560148,34.6783776,-120.4558536,2014,5,1,SB,R23.296,LOMPOC/CASMALIA ROAD,3000,31500,29900,2000,20600,19200
34.71314401,-120.4891675,34.71320166,-120.489018,2014,5,1,SB,R26.69,PINE CANYON ROAD,1600,20300,14600,1600,14800,14400
34.75087984,-120.5206294,34.75085604,-120.5204176,2014,5,1,SB,M29.891,VANDENBERG AIR FORCE BASE,1500,14400,14000,1900,15100,14600
34.80115547,-120.4435349,34.80105315,-120.4429043,2014,5,1,SB,R31.042,"JCT. RTE. 135, VANDENBURG, NORTH",1800,14400,14000,2200,17600,17000
36.96163768,-122.0660957,36.96163768,-122.0660957,2014,5,1,SCR,20.611,"SANTA CRUZ, NORTH CITY LIMITS",1950,15600,12400,1950,15800,12300
34.86395751,-120.4569425,34.86395751,-120.4569425,2014,5,1,SB,R35.53,CLARK AVENUE,370,3500,2600,330,3400,3030
37.00100629,-122.1804727,37.00100629,-122.1804727,2014,5,1,SCR,27.62,BONNY DOON RD,2100,13500,10400,2350,13200,9900
34.95755738,-120.5740144,34.95755738,-120.5740144,2014,5,1,SB,49.199,"GUADALUPE, JCT. RTE. 166 EAST",260,2600,2400,620,6200,5800
34.97454737,-120.5710543,34.97454737,-120.5710543,2014,5,1,SB,50.408,GUADALUPE NORTH CITY LIMITS,610,6400,6000,580,5200,4650
34.97751591,-120.5708542,34.97751591,-120.5708542,2014,5,1,SB,50.606,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,580,5400,4850,0,0,0
34.97751591,-120.5708542,34.97751591,-120.5708542,2014,5,1,SLO,0,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,0,0,0,560,5300,4900
34.9961874,-120.5705333,34.9961874,-120.5705333,2014,5,1,SLO,1.291,OSO FLACO UP,560,5800,5100,610,5600,5200
35.04742604,-120.5915411,35.04743465,-120.5915379,2014,5,1,SLO,6.35,"ENTRANCE, UNION OIL COKING PLANT",680,6500,6100,640,6800,6400
35.09689976,-120.5814963,35.09689445,-120.5814883,2014,5,1,SLO,10.29,ARROYO GRANDE ROAD,610,4600,3800,550,4400,3250
35.09819804,-120.5911344,35.09820521,-120.5911344,2014,5,1,SLO,10.9,HALCYON ROAD,550,5100,4400,770,9200,9000
35.10709533,-120.623287,35.10708965,-120.623284,2014,5,1,SLO,13,"ENTRANCE, PISMO BEACH STATE PARK",650,6300,5900,820,8200,7750
37.10766863,-122.2926351,37.10766863,-122.2926351,2014,5,1,SCR,37.451,SANTA CRUZ/SAN MATEO COUNTY LINE,770,5400,4400,0,0,0
36.98320308,-121.9568292,36.9832913,-121.9568387,2014,5,1,SCR,13.192,"CAPITOLA, BAY AVENUE",5900,91000,88000,6400,100000,97000
34.85411146,-120.4535695,34.85423711,-120.4524932,2014,5,1,SB,R34.777,"ORCUTT, JCT. RTE. 135 NORTH",2050,19700,18600,460,3750,2750
35.37994665,-120.855589,35.3799818,-120.8554399,2014,5,1,SLO,30.135,JCT. RTE. 41 NORTHEAST,2300,26000,24300,2100,23300,19600
35.79521461,-121.3452572,35.79521461,-121.3452572,2014,5,1,MON,0,SAN LUIS OBISPO/MONTEREY COUNTY LINE,0,0,0,400,3200,2300
35.79521461,-121.3452572,35.79521461,-121.3452572,2014,5,1,SLO,74.324,SAN LUIS OBISPO/MONTEREY COUNTY LINE,390,2700,2200,0,0,0
35.76443902,-121.3194102,35.76443902,-121.3194102,2014,5,1,SLO,71.341,SAN CARPOJO CREEK,390,3300,2350,390,3300,2350
35.65104654,-121.2028218,35.65105009,-121.2028262,2014,5,1,SLO,58.9,"SAN SIMEON, NORTH",480,4400,3050,390,3300,2700
35.6340307,-121.1638138,35.63403308,-121.1638114,2014,5,1,SLO,56.39,HEARST CASTLE STATE PARK,790,6500,4500,480,4400,3050
35.61553994,-121.1470766,35.61553994,-121.1470766,2014,5,1,SLO,54.804,PICO CREEK,760,5100,3400,760,5100,3400
35.55132996,-121.0715936,35.55133898,-121.071604,2014,5,1,SLO,48.26,ARDATH DRIVE/MAIN STREET,1100,9300,8300,1000,10300,7550
35.53735789,-121.0536892,35.53735789,-121.0536892,2014,5,1,SLO,46.85,CAMBRIA AIR FORCE BASE ROAD,1200,9600,8500,1200,9600,8500
35.52715953,-121.0447813,35.52715953,-121.0447813,2014,5,1,SLO,45.99,JCT. RTE. 46,1100,10100,7950,1200,10200,8600
35.45303936,-120.9031997,35.45317136,-120.9031514,2014,5,1,SLO,R35.959,C STREET,1100,8400,6700,1100,8400,6700
35.44210595,-120.8904197,35.44216404,-120.890316,2014,5,1,SLO,R34.905,OLD CREEK ROAD,1300,15700,12500,1100,9400,7850
36.15344978,-121.6657384,36.15344978,-121.6657384,2014,5,1,MON,35.346,ANDERSON CANYON BRIDGE,400,3700,2300,490,4500,2800
36.78039394,-121.7777684,36.78040238,-121.7777631,2014,5,1,MON,94.4,MOLERA ROAD,3500,36000,31000,3500,36000,31000
35.3937829,-120.8606249,35.39381207,-120.860461,2014,5,1,SLO,31.13,"MORRO BAY, SAN JACINTO STREET",2100,23300,19600,1900,17800,15500
36.98704252,-121.9863149,36.98716367,-121.9862837,2014,5,1,SCR,14.864,SOQUEL AVENUE,5900,90000,88000,6300,97000,94000
35.36716734,-120.8394773,35.36730086,-120.8394175,2014,5,1,SLO,28.82,"MORRO BAY, SOUTH MORRO BAY",2400,26500,25300,2500,23700,21200
35.36416104,-120.8233465,35.36428252,-120.8232984,2014,5,1,SLO,27.883,BAYWOOD PARK ROAD,2100,22000,19000,2400,26500,25300
